assignment_id,sales_rep_id,customer_id,start_date_id,end_date_id,is_primary_rep,created_at
140,17,258,20240927,20251120,1,45:48.3
141,17,258,20240927,20251120,0,45:48.3
142,17,258,20240927,20251120,1,45:48.3
143,17,258,20240927,20251120,0,45:48.3
144,17,258,20240927,20251120,1,45:48.3
145,17,258,20240927,20251120,0,45:48.3
146,17,258,20240927,20251120,1,45:48.3
147,17,258,20240927,20251120,0,45:48.3
148,17,258,20240927,20251120,1,45:48.3
149,17,258,20240927,20251120,0,45:48.3
150,17,258,20240927,20251120,1,45:48.3
151,17,258,20240927,20251120,0,45:48.3
152,17,258,20240927,20251120,1,45:48.3
153,17,258,20240927,20251120,0,45:48.3
154,17,258,20240927,20251120,1,45:48.3
155,17,258,20240927,20251120,0,45:48.3
156,17,258,20240927,20251120,1,45:48.3
157,17,258,20240927,20251120,0,45:48.3
158,17,258,20240927,20251120,1,45:48.3
159,17,258,20240927,20251120,0,45:48.3
160,17,258,20240927,20251120,1,45:48.3
161,17,258,20240927,20251120,0,45:48.3
162,17,258,20240927,20251120,1,45:48.3
163,17,258,20240927,20251120,0,45:48.3
164,17,258,20240927,20251120,1,45:48.3
165,17,258,20240927,20251120,0,45:48.3
166,17,258,20240927,20251120,1,45:48.3
167,17,258,20240927,20251120,0,45:48.3
168,17,258,20240927,20251120,1,45:48.3
169,17,258,20240927,20251120,0,45:48.3
170,17,258,20240927,20251120,1,45:48.3
171,17,258,20240927,20251120,0,45:48.3
172,17,258,20240927,20251120,1,45:48.3
173,17,258,20240927,20251120,0,45:48.3
174,17,258,20240927,20251120,1,45:48.3
175,17,258,20240927,20251120,0,45:48.3
176,17,258,20240927,20251120,1,45:48.3
177,17,258,20240927,20251120,0,45:48.3
178,17,258,20240927,20251120,1,45:48.3
179,17,258,20240927,20251120,0,45:48.3
180,17,258,20240927,20251120,1,45:48.3
181,17,258,20240927,20251120,0,45:48.3
182,17,258,20240927,20251120,1,45:48.3
183,17,258,20240927,20251120,0,45:48.3
184,17,258,20240927,20251120,1,45:48.3
185,17,258,20240927,20251120,0,45:48.3
186,17,258,20240927,20251120,1,45:48.3
187,17,258,20240927,20251120,0,45:48.3
188,17,258,20240927,20251120,1,45:48.3
189,17,258,20240927,20251120,0,45:48.3
190,17,258,20240927,20251120,1,45:48.3
191,17,258,20240927,20251120,0,45:48.3
192,17,258,20240927,20251120,1,45:48.3
193,17,258,20240927,20251120,0,45:48.3
194,17,258,20240927,20251120,1,45:48.3
195,17,258,20240927,20251120,0,45:48.3
196,17,258,20240927,20251120,1,45:48.3
197,17,258,20240927,20251120,0,45:48.3
198,17,258,20240927,20251120,1,45:48.3
199,17,258,20240927,20251120,0,45:48.3
200,17,258,20240927,20251120,1,45:48.3
201,17,258,20240927,20251120,0,45:48.3
202,17,258,20240927,20251120,1,45:48.3
203,17,258,20240927,20251120,0,45:48.3
204,17,258,20240927,20251120,1,45:48.3
205,17,258,20240927,20251120,0,45:48.3
206,17,258,20240927,20251120,1,45:48.3
207,17,258,20240927,20251120,0,45:48.3
208,17,258,20240927,20251120,1,45:48.3
209,17,258,20240927,20251120,0,45:48.3
210,17,258,20240927,20251120,1,45:48.3
211,17,258,20240927,20251120,0,45:48.3
212,17,258,20240927,20251120,1,45:48.3
213,17,258,20240927,20251120,0,45:48.3
214,17,258,20240927,20251120,1,45:48.3
215,17,258,20240927,20251120,0,45:48.3
216,17,258,20240927,20251120,1,45:48.3
217,17,258,20240927,20251120,0,45:48.3
218,17,258,20240927,20251120,1,45:48.3
219,17,258,20240927,20251120,0,45:48.3
220,17,258,20240927,20251120,1,45:48.3
221,17,258,20240927,20251120,0,45:48.3
222,17,258,20240927,20251120,1,45:48.3
223,17,258,20240927,20251120,0,45:48.3
224,17,258,20240927,20251120,1,45:48.3
225,17,258,20240927,20251120,0,45:48.3
226,17,258,20240927,20251120,1,45:48.3
227,17,258,20240927,20251120,0,45:48.3
228,17,258,20240927,20251120,1,45:48.3
229,17,258,20240927,20251120,0,45:48.3
230,17,258,20240927,20251120,1,45:48.3
231,17,258,20240927,20251120,0,45:48.3
232,17,258,20240927,20251120,1,45:48.3
233,17,258,20240927,20251120,0,45:48.3
234,17,258,20240927,20251120,1,45:48.3
235,17,258,20240927,20251120,0,45:48.3
236,17,258,20240927,20251120,1,45:48.3
237,17,258,20240927,20251120,0,45:48.3
238,17,258,20240927,20251120,1,45:48.3
239,17,258,20240927,20251120,0,45:48.3
240,17,258,20240927,20251120,1,45:48.3
241,17,258,20240927,20251120,0,45:48.3
242,17,258,20240927,20251120,1,45:48.3
243,17,258,20240927,20251120,0,45:48.3
244,17,258,20240927,20251120,1,45:48.3
245,17,258,20240927,20251120,0,45:48.3
246,17,258,20240927,20251120,1,45:48.3
247,17,258,20240927,20251120,0,45:48.3
248,17,258,20240927,20251120,1,45:48.3
249,17,258,20240927,20251120,0,45:48.3
250,17,258,20240927,20251120,1,45:48.3
251,17,258,20240927,20251120,0,45:48.3
252,17,258,20240927,20251120,1,45:48.3
253,17,258,20240927,20251120,0,45:48.3
254,17,258,20240927,20251120,1,45:48.3
255,17,258,20240927,20251120,0,45:48.3
256,17,258,20240927,20251120,1,45:48.3
257,17,258,20240927,20251120,0,45:48.3
258,17,258,20240927,20251120,1,45:48.3
259,17,258,20240927,20251120,0,45:48.3
260,17,258,20240927,20251120,1,45:48.3
261,17,258,20240927,20251120,0,45:48.3
262,17,258,20240927,20251120,1,45:48.3
263,17,258,20240927,20251120,0,45:48.3
264,17,258,20240927,20251120,1,45:48.3
265,17,258,20240927,20251120,0,45:48.3
266,17,258,20240927,20251120,1,45:48.3
267,17,258,20240927,20251120,0,45:48.3
268,17,258,20240927,20251120,1,45:48.3
269,17,258,20240927,20251120,0,45:48.3
270,17,258,20240927,20251120,1,45:48.3
271,17,258,20240927,20251120,0,45:48.3
272,17,258,20240927,20251120,1,45:48.3
273,17,258,20240927,20251120,0,45:48.3
274,17,258,20240927,20251120,1,45:48.3
275,17,258,20240927,20251120,0,45:48.3
276,17,258,20240927,20251120,1,45:48.3
277,17,258,20240927,20251120,0,45:48.3
278,17,258,20240927,20251120,1,45:48.3
279,17,258,20240927,20251120,0,45:48.3
280,17,258,20240927,20251120,1,45:48.3
281,17,258,20240927,20251120,0,45:48.3
282,17,258,20240927,20251120,1,45:48.3
283,17,258,20240927,20251120,0,45:48.3
284,17,258,20240927,20251120,1,45:48.3
285,17,258,20240927,20251120,0,45:48.3
286,17,258,20240927,20251120,1,45:48.3
287,17,258,20240927,20251120,0,45:48.3
288,17,258,20240927,20251120,1,45:48.3
289,17,258,20240927,20251120,0,45:48.3
290,17,258,20240927,20251120,1,45:48.3
291,17,258,20240927,20251120,0,45:48.3
292,17,258,20240927,20251120,1,45:48.3
293,17,258,20240927,20251120,0,45:48.3
294,17,258,20240927,20251120,1,45:48.3
295,17,258,20240927,20251120,0,45:48.3
296,17,258,20240927,20251120,1,45:48.3
297,17,258,20240927,20251120,0,45:48.3
298,17,258,20240927,20251120,1,45:48.3
299,17,258,20240927,20251120,0,45:48.3
300,17,258,20240927,20251120,1,45:48.3
301,17,258,20240927,20251120,0,45:48.3
302,17,258,20240927,20251120,1,45:48.3
303,17,258,20240927,20251120,0,45:48.3
304,17,258,20240927,20251120,1,45:48.3
305,17,258,20240927,20251120,0,45:48.3
306,17,258,20240927,20251120,1,45:48.3
307,17,258,20240927,20251120,0,45:48.3
308,17,258,20240927,20251120,1,45:48.3
309,17,258,20240927,20251120,0,45:48.3
310,17,258,20240927,20251120,1,45:48.3
311,17,258,20240927,20251120,0,45:48.3
312,17,258,20240927,20251120,1,45:48.3
313,17,258,20240927,20251120,0,45:48.3
314,17,258,20240927,20251120,1,45:48.3
315,17,258,20240927,20251120,0,45:48.3
316,17,258,20240927,20251120,1,45:48.3
317,17,258,20240927,20251120,0,45:48.3
318,17,258,20240927,20251120,1,45:48.3
319,17,258,20240927,20251120,0,45:48.3
320,17,258,20240927,20251120,1,45:48.3
321,17,258,20240927,20251120,0,45:48.3
322,17,258,20240927,20251120,1,45:48.3
323,17,258,20240927,20251120,0,45:48.3
324,17,258,20240927,20251120,1,45:48.3
325,17,258,20240927,20251120,0,45:48.3
326,17,258,20240927,20251120,1,45:48.3
327,17,258,20240927,20251120,0,45:48.3
328,17,258,20240927,20251120,1,45:48.3
329,17,258,20240927,20251120,0,45:48.3
330,17,258,20240927,20251120,1,45:48.3
331,17,258,20240927,20251120,0,45:48.3
332,17,258,20240927,20251120,1,45:48.3
333,17,258,20240927,20251120,0,45:48.3
334,17,258,20240927,20251120,1,45:48.3
335,17,258,20240927,20251120,0,45:48.3
336,17,258,20240927,20251120,1,45:48.3
337,17,258,20240927,20251120,0,45:48.3
338,17,258,20240927,20251120,1,45:48.3
339,17,258,20240927,20251120,0,45:48.3
340,17,258,20240927,20251120,1,45:48.3
341,17,258,20240927,20251120,0,45:48.3
342,17,258,20240927,20251120,1,45:48.3
343,17,258,20240927,20251120,0,45:48.3
344,17,258,20240927,20251120,1,45:48.3
345,17,258,20240927,20251120,0,45:48.3
346,17,258,20240927,20251120,1,45:48.3
347,17,258,20240927,20251120,0,45:48.3
348,17,258,20240927,20251120,1,45:48.3
349,17,258,20240927,20251120,0,45:48.3
350,17,258,20240927,20251120,1,45:48.3
351,17,258,20240927,20251120,0,45:48.3
352,17,258,20240927,20251120,1,45:48.3
353,17,258,20240927,20251120,0,45:48.3
354,17,258,20240927,20251120,1,45:48.3
355,17,258,20240927,20251120,0,45:48.3
356,17,258,20240927,20251120,1,45:48.3
357,17,258,20240927,20251120,0,45:48.3
358,17,258,20240927,20251120,1,45:48.3
359,17,258,20240927,20251120,0,45:48.3
360,17,258,20240927,20251120,1,45:48.3
361,17,258,20240927,20251120,0,45:48.3
362,17,258,20240927,20251120,1,45:48.3
363,17,258,20240927,20251120,0,45:48.3
364,17,258,20240927,20251120,1,45:48.3
365,17,258,20240927,20251120,0,45:48.3
366,17,258,20240927,20251120,1,45:48.3
367,17,258,20240927,20251120,0,45:48.3
368,17,258,20240927,20251120,1,45:48.3
369,17,258,20240927,20251120,0,45:48.3
370,17,258,20240927,20251120,1,45:48.3
371,17,258,20240927,20251120,0,45:48.3
372,17,258,20240927,20251120,1,45:48.3
373,17,258,20240927,20251120,0,45:48.3
374,17,258,20240927,20251120,1,45:48.3
375,17,258,20240927,20251120,0,45:48.3
376,17,258,20240927,20251120,1,45:48.3
377,17,258,20240927,20251120,0,45:48.3
378,17,258,20240927,20251120,1,45:48.3
379,17,258,20240927,20251120,0,45:48.3
380,17,258,20240927,20251120,1,45:48.3
381,17,258,20240927,20251120,0,45:48.3
382,17,258,20240927,20251120,1,45:48.3
383,17,258,20240927,20251120,0,45:48.3
384,17,258,20240927,20251120,1,45:48.3
385,17,258,20240927,20251120,0,45:48.3
386,17,258,20240927,20251120,1,45:48.3
387,17,258,20240927,20251120,0,45:48.3
388,17,258,20240927,20251120,1,45:48.3
389,17,258,20240927,20251120,0,45:48.3
390,17,258,20240927,20251120,1,45:48.3
391,17,258,20240927,20251120,0,45:48.3
392,17,258,20240927,20251120,1,45:48.3
393,17,258,20240927,20251120,0,45:48.3
394,17,258,20240927,20251120,1,45:48.3
395,17,258,20240927,20251120,0,45:48.3
396,17,258,20240927,20251120,1,45:48.3
397,17,258,20240927,20251120,0,45:48.3
398,17,258,20240927,20251120,1,45:48.3
399,17,258,20240927,20251120,0,45:48.3
400,17,258,20240927,20251120,1,45:48.3

