promotion_id,product_id,promotion_name,discount_pct,start_date_id,end_date_id,is_active,created_at
109,87,Summer Sale,0.24,20240525,20240926,0,46:32.9
110,87,Holiday Discount,0.02,20240525,20240926,1,46:32.9
111,87,Special Offer,0.04,20240525,20240926,0,46:32.9
112,87,Winter Sale,0.18,20240525,20240926,1,46:32.9
113,87,Summer Sale,0.19,20240525,20240926,0,46:32.9
114,87,Holiday Discount,0.26,20240525,20240926,1,46:32.9
115,87,Special Offer,0.03,20240525,20240926,0,46:32.9
116,87,Winter Sale,0.04,20240525,20240926,1,46:32.9
117,87,Summer Sale,0.01,20240525,20240926,0,46:32.9
118,87,Holiday Discount,0.14,20240525,20240926,1,46:32.9
119,87,Special Offer,0.28,20240525,20240926,0,46:32.9
120,87,Winter Sale,0.25,20240525,20240926,1,46:32.9
121,87,Summer Sale,0.12,20240525,20240926,0,46:32.9
122,87,Holiday Discount,0.1,20240525,20240926,1,46:32.9
123,87,Special Offer,0.15,20240525,20240926,0,46:32.9
124,87,Winter Sale,0.03,20240525,20240926,1,46:32.9
125,87,Summer Sale,0.09,20240525,20240926,0,46:32.9
126,87,Holiday Discount,0.29,20240525,20240926,1,46:32.9
127,87,Special Offer,0.01,20240525,20240926,0,46:32.9
128,87,Winter Sale,0.06,20240525,20240926,1,46:32.9
129,87,Summer Sale,0.13,20240525,20240926,0,46:32.9
130,87,Holiday Discount,0.07,20240525,20240926,1,46:32.9
131,87,Special Offer,0.14,20240525,20240926,0,46:32.9
132,87,Winter Sale,0.23,20240525,20240926,1,46:32.9
133,87,Summer Sale,0.1,20240525,20240926,0,46:32.9
134,87,Holiday Discount,0.23,20240525,20240926,1,46:32.9
135,87,Special Offer,0.16,20240525,20240926,0,46:32.9
136,87,Winter Sale,0.24,20240525,20240926,1,46:32.9
137,87,Summer Sale,0.15,20240525,20240926,0,46:32.9
138,87,Holiday Discount,0.18,20240525,20240926,1,46:32.9
139,87,Special Offer,0.1,20240525,20240926,0,46:32.9
140,87,Winter Sale,0.03,20240525,20240926,1,46:32.9
141,87,Summer Sale,0.12,20240525,20240926,0,46:32.9
142,87,Holiday Discount,0.09,20240525,20240926,1,46:32.9
143,87,Special Offer,0.06,20240525,20240926,0,46:32.9
144,87,Winter Sale,0.12,20240525,20240926,1,46:32.9
145,87,Summer Sale,0.26,20240525,20240926,0,46:32.9
146,87,Holiday Discount,0.17,20240525,20240926,1,46:32.9
147,87,Special Offer,0.03,20240525,20240926,0,46:32.9
148,87,Winter Sale,0,20240525,20240926,1,46:32.9
149,87,Summer Sale,0.15,20240525,20240926,0,46:32.9
150,87,Holiday Discount,0.1,20240525,20240926,1,46:32.9
151,87,Special Offer,0.15,20240525,20240926,0,46:32.9
152,87,Winter Sale,0.01,20240525,20240926,1,46:32.9
153,87,Summer Sale,0.19,20240525,20240926,0,46:32.9
154,87,Holiday Discount,0.02,20240525,20240926,1,46:32.9
155,87,Special Offer,0.07,20240525,20240926,0,46:32.9
156,87,Winter Sale,0.3,20240525,20240926,1,46:32.9
157,87,Summer Sale,0.02,20240525,20240926,0,46:32.9
158,87,Holiday Discount,0,20240525,20240926,1,46:32.9
159,87,Special Offer,0,20240525,20240926,0,46:32.9
160,87,Winter Sale,0.04,20240525,20240926,1,46:32.9
161,87,Summer Sale,0.27,20240525,20240926,0,46:32.9
162,87,Holiday Discount,0.09,20240525,20240926,1,46:32.9
163,87,Special Offer,0.13,20240525,20240926,0,46:32.9
164,87,Winter Sale,0.04,20240525,20240926,1,46:32.9
165,87,Summer Sale,0.04,20240525,20240926,0,46:32.9
166,87,Holiday Discount,0.02,20240525,20240926,1,46:32.9
167,87,Special Offer,0.16,20240525,20240926,0,46:32.9
168,87,Winter Sale,0.17,20240525,20240926,1,46:32.9
169,87,Summer Sale,0.28,20240525,20240926,0,46:32.9
170,87,Holiday Discount,0.27,20240525,20240926,1,46:32.9
171,87,Special Offer,0.12,20240525,20240926,0,46:32.9
172,87,Winter Sale,0.1,20240525,20240926,1,46:32.9
173,87,Summer Sale,0.27,20240525,20240926,0,46:32.9
174,87,Holiday Discount,0.06,20240525,20240926,1,46:32.9
175,87,Special Offer,0.15,20240525,20240926,0,46:32.9
176,87,Winter Sale,0.05,20240525,20240926,1,46:32.9
177,87,Summer Sale,0.04,20240525,20240926,0,46:32.9
178,87,Holiday Discount,0.3,20240525,20240926,1,46:32.9
179,87,Special Offer,0.04,20240525,20240926,0,46:32.9
180,87,Winter Sale,0.28,20240525,20240926,1,46:32.9
181,87,Summer Sale,0.11,20240525,20240926,0,46:32.9
182,87,Holiday Discount,0.07,20240525,20240926,1,46:32.9
183,87,Special Offer,0.12,20240525,20240926,0,46:32.9
184,87,Winter Sale,0.26,20240525,20240926,1,46:32.9
185,87,Summer Sale,0,20240525,20240926,0,46:32.9
186,87,Holiday Discount,0.01,20240525,20240926,1,46:32.9
187,87,Special Offer,0.11,20240525,20240926,0,46:32.9
188,87,Winter Sale,0.21,20240525,20240926,1,46:32.9
189,87,Summer Sale,0.03,20240525,20240926,0,46:32.9
190,87,Holiday Discount,0.07,20240525,20240926,1,46:32.9
191,87,Special Offer,0.18,20240525,20240926,0,46:32.9
192,87,Winter Sale,0,20240525,20240926,1,46:32.9
193,87,Summer Sale,0.05,20240525,20240926,0,46:32.9
194,87,Holiday Discount,0.13,20240525,20240926,1,46:32.9
195,87,Special Offer,0.24,20240525,20240926,0,46:32.9
196,87,Winter Sale,0.04,20240525,20240926,1,46:32.9
197,87,Summer Sale,0.04,20240525,20240926,0,46:32.9
198,87,Holiday Discount,0.24,20240525,20240926,1,46:32.9
199,87,Special Offer,0.24,20240525,20240926,0,46:32.9
200,87,Winter Sale,0.3,20240525,20240926,1,46:32.9

